 num     #instances         #bytes  class name (module)
2940:             1             16  javax.swing.plaf.metal.MetalLookAndFeel$$Lambda$113/0x000000010015d840 (java.desktop@11.0.2)
2941:             1             16  javax.swing.plaf.metal.MetalLookAndFeel$$Lambda$114/0x000000010015dc40 (java.desktop@11.0.2)
2942:             1             16  javax.swing.plaf.metal.MetalLookAndFeel$$Lambda$115/0x000000010015e040 (java.desktop@11.0.2)
2943:             1             16  javax.swing.plaf.metal.MetalLookAndFeel$$Lambda$116/0x000000010015e440 (java.desktop@11.0.2)
2944:             1             16  javax.swing.plaf.metal.MetalLookAndFeel$$Lambda$59/0x0000000100150040 (java.desktop@11.0.2)
2945:             1             16  javax.swing.plaf.metal.MetalLookAndFeel$$Lambda$60/0x0000000100150440 (java.desktop@11.0.2)
2946:             1             16  javax.swing.plaf.metal.MetalLookAndFeel$$Lambda$61/0x0000000100150840 (java.desktop@11.0.2)
2947:             1             16  javax.swing.plaf.metal.MetalLookAndFeel$$Lambda$62/0x0000000100150c40 (java.desktop@11.0.2)
2948:             1             16  javax.swing.plaf.metal.MetalLookAndFeel$$Lambda$63/0x0000000100151040 (java.desktop@11.0.2)
2949:             1             16  javax.swing.plaf.metal.MetalLookAndFeel$$Lambda$64/0x0000000100151440 (java.desktop@11.0.2)
2950:             1             16  javax.swing.plaf.metal.MetalLookAndFeel$$Lambda$65/0x0000000100151840 (java.desktop@11.0.2)
2951:             1             16  javax.swing.plaf.metal.MetalLookAndFeel$$Lambda$66/0x0000000100151c40 (java.desktop@11.0.2)
2952:             1             16  javax.swing.plaf.metal.MetalLookAndFeel$$Lambda$67/0x0000000100152040 (java.desktop@11.0.2)
2953:             1             16  javax.swing.plaf.metal.MetalLookAndFeel$$Lambda$68/0x0000000100152440 (java.desktop@11.0.2)
2954:             1             16  javax.swing.plaf.metal.MetalLookAndFeel$$Lambda$69/0x0000000100152840 (java.desktop@11.0.2)
2955:             1             16  javax.swing.plaf.metal.MetalLookAndFeel$$Lambda$70/0x0000000100152c40 (java.desktop@11.0.2)
2956:             1             16  javax.swing.plaf.metal.MetalLookAndFeel$$Lambda$71/0x0000000100153040 (java.desktop@11.0.2)
2957:             1             16  javax.swing.plaf.metal.MetalLookAndFeel$$Lambda$72/0x0000000100153440 (java.desktop@11.0.2)
2958:             1             16  javax.swing.plaf.metal.MetalLookAndFeel$$Lambda$73/0x0000000100153840 (java.desktop@11.0.2)
2959:             1             16  javax.swing.plaf.metal.MetalLookAndFeel$$Lambda$75/0x0000000100154040 (java.desktop@11.0.2)
2960:             1             16  javax.swing.plaf.metal.MetalLookAndFeel$$Lambda$76/0x0000000100154440 (java.desktop@11.0.2)
2961:             1             16  javax.swing.plaf.metal.MetalLookAndFeel$$Lambda$77/0x0000000100154840 (java.desktop@11.0.2)
2962:             1             16  javax.swing.plaf.metal.MetalLookAndFeel$$Lambda$78/0x0000000100154c40 (java.desktop@11.0.2)
2963:             1             16  javax.swing.plaf.metal.MetalLookAndFeel$$Lambda$79/0x0000000100155040 (java.desktop@11.0.2)
2964:             1             16  javax.swing.plaf.metal.MetalLookAndFeel$$Lambda$80/0x0000000100155440 (java.desktop@11.0.2)
2965:             1             16  javax.swing.plaf.metal.MetalLookAndFeel$$Lambda$81/0x0000000100155840 (java.desktop@11.0.2)
2966:             1             16  javax.swing.plaf.metal.MetalLookAndFeel$$Lambda$82/0x0000000100155c40 (java.desktop@11.0.2)
2967:             1             16  javax.swing.plaf.metal.MetalLookAndFeel$$Lambda$83/0x0000000100156040 (java.desktop@11.0.2)
2968:             1             16  javax.swing.plaf.metal.MetalLookAndFeel$$Lambda$84/0x0000000100156440 (java.desktop@11.0.2)
2969:             1             16  javax.swing.plaf.metal.MetalLookAndFeel$$Lambda$85/0x0000000100156840 (java.desktop@11.0.2)
2970:             1             16  javax.swing.plaf.metal.MetalLookAndFeel$$Lambda$86/0x0000000100156c40 (java.desktop@11.0.2)
2971:             1             16  javax.swing.plaf.metal.MetalLookAndFeel$$Lambda$87/0x0000000100157040 (java.desktop@11.0.2)
2972:             1             16  javax.swing.plaf.metal.MetalLookAndFeel$$Lambda$88/0x0000000100157440 (java.desktop@11.0.2)
2973:             1             16  javax.swing.plaf.metal.MetalLookAndFeel$$Lambda$89/0x0000000100157840 (java.desktop@11.0.2)
2974:             1             16  javax.swing.plaf.metal.MetalLookAndFeel$$Lambda$90/0x0000000100157c40 (java.desktop@11.0.2)
2975:             1             16  javax.swing.plaf.metal.MetalLookAndFeel$$Lambda$91/0x0000000100158040 (java.desktop@11.0.2)
2976:             1             16  javax.swing.plaf.metal.MetalLookAndFeel$$Lambda$92/0x0000000100158440 (java.desktop@11.0.2)
2977:             1             16  javax.swing.plaf.metal.MetalLookAndFeel$$Lambda$93/0x0000000100158840 (java.desktop@11.0.2)
2978:             1             16  javax.swing.plaf.metal.MetalLookAndFeel$$Lambda$98/0x0000000100159c40 (java.desktop@11.0.2)
2979:             1             16  javax.swing.plaf.metal.MetalLookAndFeel$$Lambda$99/0x000000010015a040 (java.desktop@11.0.2)
2980:             1             16  javax.swing.plaf.metal.OceanTheme (java.desktop@11.0.2)
2981:             1             16  javax.swing.plaf.metal.OceanTheme$$Lambda$118/0x0000000100165c40 (java.desktop@11.0.2)
2982:             1             16  javax.swing.plaf.metal.OceanTheme$1 (java.desktop@11.0.2)
2983:             1             16  javax.swing.plaf.metal.OceanTheme$2 (java.desktop@11.0.2)
2984:             1             16  javax.swing.plaf.metal.OceanTheme$3 (java.desktop@11.0.2)
2985:             1             16  javax.swing.plaf.metal.OceanTheme$4 (java.desktop@11.0.2)
2986:             1             16  javax.swing.plaf.metal.OceanTheme$5 (java.desktop@11.0.2)
2987:             1             16  javax.swing.table.TableRowSorter$ComparableComparator (java.desktop@11.0.2)
2988:             1             16  javax.swing.text.DefaultEditorKit (java.desktop@11.0.2)
2989:             1             16  javax.swing.text.DefaultHighlighter$DefaultHighlightPainter (java.desktop@11.0.2)
2990:             1             16  javax.swing.text.GlyphPainter1 (java.desktop@11.0.2)
2991:             1             16  javax.swing.text.JTextComponent$1 (java.desktop@11.0.2)
2992:             1             16  javax.swing.text.SegmentCache (java.desktop@11.0.2)
2993:             1             16  javax.swing.text.SimpleAttributeSet$EmptyAttributeSet (java.desktop@11.0.2)
2994:             1             16  javax.swing.text.StyledEditorKit$StyledViewFactory (java.desktop@11.0.2)
2995:             1             16  javax.swing.text.html.CSSBorder$DoublePainter (java.desktop@11.0.2)
2996:             1             16  javax.swing.text.html.CSSBorder$SolidPainter (java.desktop@11.0.2)
2997:             1             16  javax.swing.text.html.HTMLEditorKit$HTMLFactory (java.desktop@11.0.2)
2998:             1             16  javax.swing.text.html.HTMLEditorKit$NavigateLinkAction$FocusHighlightPainter (java.desktop@11.0.2)
2999:             1             16  javax.swing.text.html.parser.ParserDelegator (java.desktop@11.0.2)
3000:             1             16  jdk.internal.jimage.ImageReaderFactory$1 (java.base@11.0.2)
3001:             1             16  jdk.internal.jimage.ImageStringsReader (java.base@11.0.2)
3002:             1             16  jdk.internal.jimage.decompressor.Decompressor (java.base@11.0.2)
3003:             1             16  jdk.internal.logger.LazyLoggers$1 (java.base@11.0.2)
3004:             1             16  jdk.internal.logger.LazyLoggers$LazyLoggerFactories (java.base@11.0.2)
3005:             1             16  jdk.internal.math.FloatingDecimal$1 (java.base@11.0.2)
3006:             1             16  jdk.internal.misc.TerminatingThreadLocal$1 (java.base@11.0.2)
3007:             1             16  jdk.internal.misc.Unsafe (java.base@11.0.2)
3008:             1             16  jdk.internal.module.ModulePatcher (java.base@11.0.2)
3009:             1             16  jdk.internal.module.ModuleTarget (java.base@11.0.2)
3010:             1             16  jdk.internal.perf.Perf (java.base@11.0.2)
3011:             1             16  jdk.internal.reflect.GeneratedConstructorAccessor1
3012:             1             16  jdk.internal.reflect.GeneratedConstructorAccessor10
3013:             1             16  jdk.internal.reflect.GeneratedConstructorAccessor11
3014:             1             16  jdk.internal.reflect.GeneratedConstructorAccessor12
3015:             1             16  jdk.internal.reflect.GeneratedConstructorAccessor13
3016:             1             16  jdk.internal.reflect.GeneratedConstructorAccessor14
3017:             1             16  jdk.internal.reflect.GeneratedConstructorAccessor2 (java.base@11.0.2)
3018:             1             16  jdk.internal.reflect.GeneratedConstructorAccessor3
3019:             1             16  jdk.internal.reflect.GeneratedConstructorAccessor4
3020:             1             16  jdk.internal.reflect.GeneratedConstructorAccessor5
3021:             1             16  jdk.internal.reflect.GeneratedConstructorAccessor6
3022:             1             16  jdk.internal.reflect.GeneratedConstructorAccessor7
3023:             1             16  jdk.internal.reflect.GeneratedConstructorAccessor8
3024:             1             16  jdk.internal.reflect.GeneratedConstructorAccessor9
3025:             1             16  jdk.internal.reflect.GeneratedMethodAccessor1 (java.base@11.0.2)
3026:             1             16  jdk.internal.reflect.GeneratedMethodAccessor10
3027:             1             16  jdk.internal.reflect.GeneratedMethodAccessor100
3028:             1             16  jdk.internal.reflect.GeneratedMethodAccessor101
3029:             1             16  jdk.internal.reflect.GeneratedMethodAccessor102
3030:             1             16  jdk.internal.reflect.GeneratedMethodAccessor103
3031:             1             16  jdk.internal.reflect.GeneratedMethodAccessor104
3032:             1             16  jdk.internal.reflect.GeneratedMethodAccessor105
3033:             1             16  jdk.internal.reflect.GeneratedMethodAccessor106
3034:             1             16  jdk.internal.reflect.GeneratedMethodAccessor107
3035:             1             16  jdk.internal.reflect.GeneratedMethodAccessor108
3036:             1             16  jdk.internal.reflect.GeneratedMethodAccessor109
3037:             1             16  jdk.internal.reflect.GeneratedMethodAccessor11
3038:             1             16  jdk.internal.reflect.GeneratedMethodAccessor110
3039:             1             16  jdk.internal.reflect.GeneratedMethodAccessor111
3040:             1             16  jdk.internal.reflect.GeneratedMethodAccessor112
3041:             1             16  jdk.internal.reflect.GeneratedMethodAccessor113
3042:             1             16  jdk.internal.reflect.GeneratedMethodAccessor114
3043:             1             16  jdk.internal.reflect.GeneratedMethodAccessor115
3044:             1             16  jdk.internal.reflect.GeneratedMethodAccessor116
3045:             1             16  jdk.internal.reflect.GeneratedMethodAccessor117
3046:             1             16  jdk.internal.reflect.GeneratedMethodAccessor118
3047:             1             16  jdk.internal.reflect.GeneratedMethodAccessor119
3048:             1             16  jdk.internal.reflect.GeneratedMethodAccessor12
3049:             1             16  jdk.internal.reflect.GeneratedMethodAccessor120
3050:             1             16  jdk.internal.reflect.GeneratedMethodAccessor121
3051:             1             16  jdk.internal.reflect.GeneratedMethodAccessor122
3052:             1             16  jdk.internal.reflect.GeneratedMethodAccessor123
3053:             1             16  jdk.internal.reflect.GeneratedMethodAccessor124
3054:             1             16  jdk.internal.reflect.GeneratedMethodAccessor125
3055:             1             16  jdk.internal.reflect.GeneratedMethodAccessor126
3056:             1             16  jdk.internal.reflect.GeneratedMethodAccessor127
3057:             1             16  jdk.internal.reflect.GeneratedMethodAccessor128
3058:             1             16  jdk.internal.reflect.GeneratedMethodAccessor129
3059:             1             16  jdk.internal.reflect.GeneratedMethodAccessor13
3060:             1             16  jdk.internal.reflect.GeneratedMethodAccessor130
3061:             1             16  jdk.internal.reflect.GeneratedMethodAccessor131
3062:             1             16  jdk.internal.reflect.GeneratedMethodAccessor132
3063:             1             16  jdk.internal.reflect.GeneratedMethodAccessor133
3064:             1             16  jdk.internal.reflect.GeneratedMethodAccessor134
3065:             1             16  jdk.internal.reflect.GeneratedMethodAccessor135
3066:             1             16  jdk.internal.reflect.GeneratedMethodAccessor136
3067:             1             16  jdk.internal.reflect.GeneratedMethodAccessor137
3068:             1             16  jdk.internal.reflect.GeneratedMethodAccessor138
3069:             1             16  jdk.internal.reflect.GeneratedMethodAccessor139
3070:             1             16  jdk.internal.reflect.GeneratedMethodAccessor14
3071:             1             16  jdk.internal.reflect.GeneratedMethodAccessor140 (java.base@11.0.2)
3072:             1             16  jdk.internal.reflect.GeneratedMethodAccessor141
